Date,Open,High,Low,Close,Adj Close,Volume
2007-03-06,193.899994,198.199997,193.699997,197.369995,161.510345,10796300
2007-03-07,197.479996,199.000000,195.500000,195.589996,160.053711,8459500
2007-03-08,198.029999,202.020004,198.000000,199.940002,163.613419,10789400
2007-03-09,202.949997,202.990005,198.860001,201.699997,165.053665,7676900
2007-03-12,200.000000,202.889999,198.860001,202.600006,165.790146,9623200
2007-03-13,204.960007,208.559998,198.520004,199.029999,162.868683,31973100
2007-03-14,200.000000,202.160004,197.539993,200.149994,163.785233,20394300
2007-03-15,200.000000,202.369995,199.500000,200.889999,164.390747,9741600
2007-03-16,200.789993,201.050003,198.270004,199.000000,162.844177,10875200
2007-03-19,201.320007,202.500000,200.440002,202.440002,165.659164,8186200
2007-03-20,202.490005,204.429993,202.000000,204.000000,166.935776,6641900
2007-03-21,205.339996,211.509995,204.160004,210.949997,172.623047,10934100
2007-03-22,211.699997,211.750000,209.289993,210.080002,171.911072,8016100
2007-03-23,210.059998,211.889999,209.710007,211.889999,173.392258,5106800
2007-03-26,212.009995,212.220001,209.300003,211.729996,173.261276,6525100
2007-03-27,211.009995,211.729996,209.740005,209.869995,171.739273,4806100
2007-03-28,208.210007,208.669998,206.190002,206.759995,169.194260,7991200
2007-03-29,208.089996,208.889999,206.300003,207.199997,169.554352,6380800
2007-03-30,207.440002,209.029999,204.699997,206.630005,169.087875,5177000
2007-04-02,207.669998,207.679993,203.289993,205.649994,168.285904,5797000
2007-04-03,207.000000,209.750000,206.470001,209.750000,171.641037,5015300
2007-04-04,209.449997,209.949997,208.210007,208.789993,170.855469,4141600
2007-04-05,208.500000,208.500000,207.410004,207.929993,170.151779,3010800
2007-04-09,208.570007,209.869995,207.449997,208.940002,170.978210,3610500
2007-04-10,208.300003,209.809998,208.210007,209.050003,171.068268,3002700
2007-04-11,208.699997,208.869995,206.610001,206.929993,169.333374,5550400
2007-04-12,206.250000,207.520004,205.389999,207.050003,169.431580,3946200
2007-04-13,207.949997,207.949997,205.610001,206.500000,168.981583,4320400
2007-04-16,208.240005,215.229996,208.119995,214.520004,175.544373,10003000
2007-04-17,215.149994,216.869995,213.539993,214.899994,175.855362,6064400
2007-04-18,214.100006,218.539993,213.970001,216.750000,177.369247,6077200
2007-04-19,215.339996,221.710007,214.800003,219.289993,179.447739,8880000
2007-04-20,221.229996,222.190002,218.369995,220.000000,180.316544,7393900
2007-04-23,221.000000,223.979996,220.479996,222.419998,182.299973,5816300
2007-04-24,222.750000,223.240005,218.710007,220.720001,180.906647,6724800
2007-04-25,221.899994,226.050003,220.100006,225.600006,184.906387,7627000
2007-04-26,225.899994,226.610001,224.169998,224.809998,184.258926,4730800
2007-04-27,224.050003,225.710007,222.990005,224.279999,183.824554,3597400
2007-04-30,224.360001,224.979996,218.479996,218.610001,179.177216,5484500
2007-05-01,219.080002,219.910004,215.350006,218.580002,179.152634,6295500
2007-05-02,218.000000,221.919998,217.449997,219.490005,179.898499,4859500
2007-05-03,220.389999,221.929993,218.550003,221.559998,181.595139,4414600
2007-05-04,222.600006,227.339996,221.429993,227.339996,186.332535,5632300
2007-05-07,227.000000,229.899994,225.600006,227.220001,186.234192,4637000
2007-05-08,225.919998,225.990005,222.960007,224.949997,184.373596,4879700
2007-05-09,224.949997,227.679993,223.350006,226.570007,185.701370,5195100
2007-05-10,225.500000,226.979996,222.949997,223.100006,182.857361,4963100
2007-05-11,223.910004,227.550003,223.600006,227.500000,186.463669,4956100
2007-05-14,228.029999,229.000000,225.350006,226.179993,185.381790,4761900
2007-05-15,226.190002,228.330002,224.259995,224.380005,183.906433,5771800
2007-05-16,225.589996,227.960007,224.520004,227.110001,186.144012,5161400
2007-05-17,226.750000,227.929993,225.250000,227.380005,186.365311,4185200
2007-05-18,228.550003,231.220001,227.949997,230.339996,188.791397,6726900
2007-05-21,230.649994,231.690002,228.559998,229.229996,187.881622,7778600
2007-05-22,229.789993,231.660004,228.750000,230.710007,189.094635,3568400
2007-05-23,231.699997,232.410004,228.429993,228.539993,187.316086,4276600
2007-05-24,229.369995,230.750000,225.050003,225.679993,184.972000,6211000
2007-05-25,226.809998,226.949997,224.190002,225.529999,184.849060,4068800
2007-05-29,226.250000,228.899994,226.029999,228.440002,187.234055,3734700
2007-05-30,226.250000,232.000000,225.600006,232.000000,190.151932,5393000
2007-05-31,232.210007,233.970001,230.089996,230.820007,189.184875,4578100
2007-06-01,232.080002,232.889999,229.589996,230.710007,189.094635,4093200
2007-06-04,230.000000,230.649994,227.940002,229.710007,188.275070,3411600
2007-06-05,229.360001,230.330002,228.250000,229.360001,187.988251,3676600
2007-06-06,227.770004,227.940002,224.850006,227.350006,186.340759,4411400
2007-06-07,226.289993,227.419998,219.339996,220.050003,180.357513,8363600
2007-06-08,220.100006,225.070007,218.750000,225.059998,184.463837,5903000
2007-06-11,225.600006,227.570007,224.130005,227.160004,186.185013,4285600
2007-06-12,226.899994,231.119995,225.580002,227.850006,186.750534,7474500
2007-06-13,229.000000,233.639999,228.000000,233.639999,191.496155,7359000
2007-06-14,227.710007,229.300003,225.009995,225.750000,185.029373,14381600
2007-06-15,227.330002,228.470001,226.000000,226.190002,185.389969,7430400
2007-06-18,226.550003,227.539993,224.800003,226.970001,186.029266,4370200
2007-06-19,226.160004,229.570007,225.490005,229.470001,188.078293,4580200
2007-06-20,229.750000,230.330002,225.720001,225.889999,185.144089,5831400
2007-06-21,225.979996,226.899994,222.199997,226.899994,185.971909,8340800
2007-06-22,226.500000,226.789993,220.270004,222.399994,182.283585,9778800
2007-06-25,221.110001,223.169998,215.050003,216.740005,177.644577,11566700
2007-06-26,217.699997,219.360001,214.169998,214.169998,175.538132,9711500
2007-06-27,214.000000,219.800003,212.559998,219.330002,179.767410,9018600
2007-06-28,219.750000,221.470001,217.669998,218.960007,179.464172,5980200
2007-06-29,219.550003,220.440002,213.690002,216.750000,177.652786,7853800
2007-07-02,217.500000,219.649994,216.000000,219.179993,179.644394,5019900
2007-07-03,220.339996,224.899994,219.990005,224.550003,184.045776,4676800
2007-07-05,224.289993,224.289993,221.199997,221.320007,181.398483,5385600
2007-07-06,220.759995,224.220001,220.699997,223.639999,183.299942,4122400
2007-07-09,223.020004,225.770004,222.509995,223.300003,183.021286,3998900
2007-07-10,220.990005,222.699997,216.520004,217.080002,177.923172,7960500
2007-07-11,216.979996,219.000000,214.649994,216.720001,177.628189,8924700
2007-07-12,218.470001,220.289993,216.720001,220.289993,180.554199,6072900
2007-07-13,220.059998,222.820007,219.199997,222.179993,182.103363,5605300
2007-07-16,221.869995,223.449997,219.460007,220.399994,180.644440,4654500
2007-07-17,221.740005,222.119995,218.649994,219.399994,179.824768,5582200
2007-07-18,216.029999,218.520004,212.339996,214.990005,176.210205,11664000
2007-07-19,217.080002,217.500000,210.029999,211.690002,173.505463,9461900
2007-07-20,211.169998,211.970001,204.789993,205.940002,168.792664,14540900
2007-07-23,207.160004,207.880005,204.070007,205.039993,168.055008,7760400
2007-07-24,202.630005,204.559998,196.770004,198.149994,162.407822,12344500
2007-07-25,199.800003,203.750000,197.779999,203.160004,166.514069,13933200
2007-07-26,198.000000,199.889999,189.000000,195.119995,159.924347,22690900
2007-07-27,194.669998,196.839996,190.509995,192.649994,158.183685,17054700
2007-07-30,194.520004,197.600006,192.449997,195.740005,160.720856,12195100
2007-07-31,198.550003,198.990005,187.250000,188.339996,154.644745,14744900
2007-08-01,187.029999,189.100006,182.850006,189.000000,155.186676,16284300
2007-08-02,189.149994,192.479996,185.000000,187.460007,153.922180,13133400
2007-08-03,185.410004,186.839996,179.679993,179.679993,147.534103,19828300
2007-08-06,179.199997,187.860001,175.000000,187.789993,154.193130,18867300
2007-08-07,186.580002,194.639999,185.389999,191.250000,157.034119,22763100
2007-08-08,192.039993,198.500000,188.759995,193.300003,158.717361,20622000
2007-08-09,186.160004,190.649994,180.789993,182.250000,149.644272,20868400
2007-08-10,178.649994,184.410004,175.570007,180.500000,148.207336,20278700
2007-08-13,185.009995,187.250000,176.610001,177.500000,145.744156,15296400
2007-08-14,178.600006,178.779999,169.000000,169.750000,139.380646,26255900
2007-08-15,169.000000,173.520004,163.830002,164.899994,135.398300,22268000
2007-08-16,163.100006,171.410004,157.380005,169.850006,139.462723,31328800
2007-08-17,178.119995,180.860001,170.500000,175.000000,143.691315,26741100
2007-08-20,176.020004,176.389999,170.119995,172.759995,141.852051,13174400
2007-08-21,172.500000,177.300003,170.000000,175.479996,144.085464,11796100
2007-08-22,177.520004,180.050003,174.289993,177.889999,146.064331,13427000
2007-08-23,179.789993,180.880005,175.919998,177.500000,145.744156,10549400
2007-08-24,176.770004,180.259995,175.600006,179.729996,147.575073,8935300
2007-08-27,179.330002,180.050003,177.259995,177.949997,146.113617,6664000
2007-08-28,175.009995,176.130005,170.250000,170.949997,140.365891,11610600
2007-08-29,172.380005,174.449997,167.919998,173.720001,142.640396,12797500
2007-08-30,169.960007,173.429993,169.789993,171.380005,140.718979,9559600
2007-08-31,175.649994,178.100006,173.869995,176.009995,144.520706,11023700
2007-09-04,176.179993,183.699997,176.179993,180.800003,148.453674,10161800
2007-09-05,179.679993,179.789993,176.899994,177.809998,145.998657,8987600
2007-09-06,178.500000,179.710007,175.360001,179.179993,147.123520,9250600
2007-09-07,176.600006,181.050003,175.000000,178.979996,146.959290,15144300
2007-09-10,180.500000,186.070007,178.500000,183.610001,150.761017,12989300
2007-09-11,185.500000,187.000000,182.500000,183.500000,150.670639,11334500
2007-09-12,183.139999,184.250000,181.699997,182.529999,149.874237,7737700
2007-09-13,183.750000,196.039993,183.720001,188.470001,154.751541,11292300
2007-09-14,186.949997,191.000000,185.589996,190.589996,156.492126,9337600
2007-09-17,189.000000,189.500000,186.339996,187.610001,154.045349,7751300
2007-09-18,190.800003,200.759995,187.410004,200.500000,164.629211,22107700
2007-09-19,203.490005,207.000000,203.000000,205.500000,168.734711,23115400
2007-09-20,210.940002,211.000000,203.440002,203.529999,167.117142,27435100
2007-09-21,205.559998,210.350006,203.529999,209.979996,172.413239,18187700
2007-09-24,210.990005,214.899994,207.710007,210.429993,172.782669,13439800
2007-09-25,209.000000,213.070007,208.809998,210.899994,173.168610,11727900
2007-09-26,212.419998,216.270004,210.800003,214.610001,176.214859,10681000
2007-09-27,215.449997,218.380005,214.190002,216.779999,177.996628,8330100
2007-09-28,215.759995,218.669998,215.250000,216.740005,177.963776,6156400
2007-10-01,215.410004,223.619995,215.399994,222.979996,183.087372,9905600
2007-10-02,223.250000,228.500000,222.110001,228.020004,187.225754,9419800
2007-10-03,226.250000,230.630005,225.669998,227.350006,186.675598,10121400
2007-10-04,227.550003,229.250000,223.889999,225.949997,185.526077,10039900
2007-10-05,227.110001,229.720001,225.960007,228.500000,187.619858,7327700
2007-10-08,227.509995,229.350006,226.259995,226.960007,186.355408,4142600
2007-10-09,227.800003,239.699997,226.199997,239.199997,196.405594,15123700
2007-10-10,237.110001,239.029999,234.899994,235.940002,193.728790,9685200
2007-10-11,239.020004,239.020004,226.050003,229.009995,188.038620,12887100
2007-10-12,230.669998,234.199997,229.729996,233.559998,191.774521,6544800
2007-10-15,233.250000,234.309998,227.419998,229.339996,188.309555,7024200
2007-10-16,227.759995,228.000000,223.199997,224.830002,184.606506,7415500
2007-10-17,228.250000,230.479996,223.080002,227.619995,186.897308,9189000
2007-10-18,224.899994,228.309998,224.220001,227.850006,187.086121,6499200
2007-10-19,226.149994,227.470001,217.600006,217.690002,178.743805,13106800
2007-10-22,216.520004,224.250000,213.000000,222.179993,182.430573,12163500
2007-10-23,223.630005,225.869995,220.910004,223.759995,183.727829,8176600
2007-10-24,222.759995,225.820007,215.800003,225.119995,184.844589,12650800
2007-10-25,224.110001,230.000000,221.809998,226.660004,186.398880,12088700
2007-10-26,232.860001,236.990005,229.360001,235.919998,194.014053,9389300
2007-10-29,236.220001,244.979996,235.070007,243.809998,200.502518,9892400
2007-10-30,241.250000,246.399994,239.449997,240.330002,197.640656,10453400
2007-10-31,240.360001,250.699997,240.000000,247.919998,203.882446,14384600
2007-11-01,243.550003,244.410004,238.750000,240.210007,197.541992,12579000
2007-11-02,241.800003,241.800003,223.440002,229.600006,188.816574,25177900
2007-11-05,220.000000,224.899994,212.800003,218.389999,179.597809,21377900
2007-11-06,221.740005,224.070007,213.589996,223.160004,183.520584,15570500
2007-11-07,218.899994,221.789993,213.160004,214.179993,176.135574,13210300
2007-11-08,213.669998,218.000000,201.570007,209.940002,172.648773,20301400
2007-11-09,202.570007,218.589996,202.570007,211.330002,173.791855,16979700
2007-11-12,210.899994,221.190002,208.240005,214.710007,176.571503,14406900
2007-11-13,220.940002,233.039993,218.339996,233.039993,191.645630,17393800
2007-11-14,239.750000,240.050003,231.039993,233.309998,191.867615,13943300
2007-11-15,230.110001,233.690002,223.740005,227.020004,186.694885,10243100
2007-11-16,228.259995,229.570007,222.570007,225.250000,185.239334,10083400
2007-11-19,223.520004,228.399994,216.619995,220.539993,181.365921,11007900
2007-11-20,220.399994,226.229996,213.500000,217.479996,178.849472,13433000
2007-11-21,213.410004,215.270004,206.440002,209.500000,172.286957,14874300
2007-11-23,212.520004,216.479996,211.800003,216.479996,178.027084,4737100
2007-11-26,214.649994,217.449997,205.419998,207.449997,170.601059,9815200
2007-11-27,210.000000,213.979996,206.190002,213.330002,175.436600,11946400
2007-11-28,217.580002,227.860001,217.080002,227.520004,187.106140,15710600
2007-11-29,226.020004,228.309998,222.500000,224.380005,184.523788,9774200
2007-11-30,232.649994,234.220001,224.770004,226.639999,186.382370,11878600
2007-12-03,226.089996,229.350006,223.600006,226.889999,186.587997,6800300
2007-12-04,221.059998,223.460007,215.220001,215.220001,176.990891,10734100
2007-12-05,219.460007,220.000000,214.229996,218.259995,179.490891,12954700
2007-12-06,214.500000,223.350006,214.289993,222.509995,182.986008,9987100
2007-12-07,223.009995,224.039993,217.029999,217.889999,179.186615,7797700
2007-12-10,219.190002,224.309998,218.009995,224.210007,184.384079,8412400
2007-12-11,224.110001,227.449997,210.690002,211.149994,173.643875,12783500
2007-12-12,217.050003,220.850006,208.500000,212.580002,174.819839,18041100
2007-12-13,209.850006,214.240005,204.940002,208.479996,171.448090,17143300
2007-12-14,208.740005,215.199997,207.699997,210.669998,173.249115,10348500
2007-12-17,209.759995,211.809998,207.000000,208.630005,171.571518,13323900
2007-12-18,209.800003,210.529999,196.899994,201.509995,165.716202,30016700
2007-12-19,202.679993,206.100006,200.639999,204.160004,167.895477,11895100
2007-12-20,206.059998,206.720001,200.649994,202.669998,166.670120,10108000
2007-12-21,205.850006,210.250000,205.020004,209.600006,172.369156,10853800
2007-12-24,211.000000,214.949997,210.699997,214.320007,176.250748,3419400
2007-12-26,214.089996,217.369995,211.550003,216.690002,178.199753,4290500
2007-12-27,214.880005,217.800003,211.949997,211.949997,174.301743,5304600
2007-12-28,214.449997,214.770004,211.809998,211.940002,174.293518,4209500
2007-12-31,211.589996,216.789993,209.500000,215.050003,176.851120,5834300
2008-01-02,214.800003,215.050003,206.600006,207.600006,170.724472,9573500
2008-01-03,208.919998,209.039993,204.139999,204.839996,168.454666,7751700
2008-01-04,201.000000,204.000000,198.289993,199.929993,164.416824,10157900
2008-01-07,200.229996,200.250000,189.990005,194.729996,160.140518,16044400
2008-01-08,195.809998,199.500000,189.000000,189.500000,155.839493,13553700
2008-01-09,189.039993,192.199997,183.699997,191.750000,157.689865,15901200
2008-01-10,189.350006,199.399994,187.039993,196.910004,161.933304,14830500
2008-01-11,196.960007,200.679993,194.570007,198.740005,163.438156,12400600
2008-01-14,200.169998,202.220001,199.029999,201.649994,165.831314,9400200
2008-01-15,199.550003,199.550003,192.360001,193.289993,158.956314,11292700
2008-01-16,193.309998,201.779999,192.399994,197.500000,162.418427,13026600
2008-01-17,198.289993,199.500000,189.660004,190.979996,157.056534,12283800
2008-01-18,192.169998,193.389999,184.600006,187.210007,153.956223,14975700
2008-01-22,178.169998,192.830002,175.419998,190.690002,156.818085,19029400
2008-01-23,186.039993,199.970001,184.589996,199.389999,163.972717,17635700
2008-01-24,200.100006,201.000000,194.199997,199.199997,163.816513,11987200
2008-01-25,201.509995,202.000000,189.910004,191.369995,157.654343,14019500
2008-01-28,190.619995,196.460007,190.619995,196.250000,161.674576,10216000
2008-01-29,197.039993,198.360001,194.070007,196.050003,161.509766,7164500
2008-01-30,195.270004,205.970001,193.399994,198.550003,163.569351,17597900
2008-01-31,196.449997,203.210007,195.000000,199.550003,164.393204,14803500
2008-02-01,199.149994,208.779999,198.000000,207.779999,171.173264,12207400
2008-02-04,207.839996,208.000000,199.199997,200.800003,165.422943,9071300
2008-02-05,194.660004,197.309998,189.610001,189.860001,156.410370,13276400
2008-02-06,191.479996,192.850006,186.250000,187.169998,154.194305,9955500
2008-02-07,185.770004,193.770004,185.320007,190.460007,156.904648,10839200
2008-02-08,189.000000,190.639999,185.699997,187.070007,154.111908,7869300
2008-02-11,187.869995,190.000000,185.500000,185.869995,153.123322,8875800
2008-02-12,186.179993,186.250000,178.500000,180.649994,148.823059,18397200
2008-02-13,180.289993,181.729996,176.500000,180.179993,148.435776,13933900
2008-02-14,178.500000,181.100006,176.500000,176.559998,145.453552,10996700
2008-02-15,175.100006,178.789993,173.369995,178.410004,146.977615,12449300
2008-02-19,180.309998,181.369995,172.679993,173.800003,143.179855,10366600
2008-02-20,171.970001,178.850006,171.820007,177.250000,146.022034,10793700
2008-02-21,178.500000,179.199997,174.720001,175.169998,144.308441,8204800
2008-02-22,175.550003,178.000000,171.389999,177.710007,146.400955,9631400
2008-02-25,175.350006,178.000000,172.070007,177.360001,146.112549,12849200
2008-02-26,175.479996,178.000000,171.869995,172.699997,142.273636,11517900
2008-02-27,171.839996,181.279999,171.509995,180.800003,148.946518,15903400
2008-02-28,180.279999,180.279999,175.570007,176.699997,145.568893,8828200
2008-02-29,174.389999,175.539993,169.000000,169.630005,139.744461,11113300
2008-03-03,169.289993,169.289993,164.309998,165.080002,135.996094,11920800
2008-03-04,163.610001,166.440002,160.199997,163.600006,134.776901,17887900
2008-03-05,163.910004,168.309998,162.669998,164.970001,135.905472,13270000
2008-03-06,162.949997,163.589996,158.130005,158.649994,130.698959,15129200
2008-03-07,157.000000,163.320007,157.000000,160.070007,131.868790,15228600
2008-03-10,159.990005,164.779999,155.229996,155.580002,128.169815,13725600
2008-03-11,161.899994,164.839996,157.500000,163.070007,134.340271,20415300
2008-03-12,164.029999,170.059998,162.610001,163.009995,134.290833,14444900
2008-03-13,160.440002,167.300003,156.759995,165.440002,136.292709,18617600
2008-03-14,167.000000,167.800003,155.000000,156.860001,129.224350,27102300
2008-03-17,142.029999,154.119995,140.270004,151.020004,124.413216,38648800
2008-03-18,164.960007,175.880005,159.759995,175.589996,144.654465,43276100
2008-03-19,177.940002,178.460007,165.399994,166.490005,137.157684,24176100
2008-03-20,166.300003,180.360001,166.210007,179.630005,147.982727,20801800
2008-03-24,179.000000,184.520004,176.149994,178.880005,147.364822,15643700
2008-03-25,177.509995,182.649994,177.139999,179.630005,147.982727,11666800
2008-03-26,178.490005,179.050003,174.330002,175.479996,144.563843,11610600
2008-03-27,176.610001,177.240005,167.380005,168.139999,138.516953,15195800
2008-03-28,169.570007,170.500000,163.389999,164.449997,135.477127,11978700
2008-03-31,164.169998,168.490005,162.850006,165.389999,136.251541,8977400
2008-04-01,171.490005,176.990005,170.210007,176.860001,145.700790,14694100
2008-04-02,177.000000,181.619995,176.100006,176.869995,145.708939,12058300
2008-04-03,174.789993,179.149994,172.880005,176.529999,145.428848,10755800
2008-04-04,176.550003,179.330002,174.000000,175.399994,144.497955,8496700
2008-04-07,178.559998,181.750000,176.929993,178.729996,147.241257,10276200
2008-04-08,177.300003,181.500000,176.759995,178.899994,147.381271,8629400
2008-04-09,178.250000,178.899994,173.149994,174.139999,143.459869,11425400
2008-04-10,173.899994,173.899994,168.869995,170.550003,140.502396,14744400
2008-04-11,168.000000,171.869995,166.869995,167.300003,137.825043,11355300
2008-04-14,166.449997,167.550003,163.350006,163.589996,134.768616,9857900
2008-04-15,165.059998,165.949997,161.679993,164.199997,135.271164,9134700
2008-04-16,166.149994,169.169998,165.910004,169.050003,139.266678,9340800
2008-04-17,167.740005,173.500000,167.100006,172.100006,141.779297,8730300
2008-04-18,176.910004,183.029999,176.910004,179.929993,148.229828,16882100
2008-04-21,179.570007,181.750000,178.289993,180.399994,148.617050,7820700
2008-04-22,179.779999,181.369995,178.500000,179.759995,148.089813,6127000
2008-04-23,180.839996,183.199997,178.000000,179.350006,147.752029,7435900
2008-04-24,180.339996,189.389999,179.360001,188.789993,155.528870,13182700
2008-04-25,190.259995,192.490005,188.369995,192.000000,158.467102,12187400
2008-04-28,192.490005,192.500000,189.889999,190.240005,157.014511,6252600
2008-04-29,190.250000,192.679993,188.250000,192.679993,159.028351,7127200
2008-04-30,193.380005,194.929993,189.820007,191.369995,157.947128,10352600
2008-05-01,191.770004,199.190002,190.850006,199.050003,164.285873,9483200
2008-05-02,203.389999,203.389999,198.000000,200.270004,165.292801,9437100
2008-05-05,198.610001,201.119995,196.149994,197.119995,162.692902,6389900
2008-05-06,194.600006,199.250000,193.110001,197.610001,163.097321,7508600
2008-05-07,197.600006,198.440002,189.539993,189.759995,156.618347,7075600
2008-05-08,190.750000,191.389999,185.259995,187.720001,154.934616,9867500
2008-05-09,186.020004,189.979996,185.690002,188.089996,155.240067,6467800
2008-05-12,189.449997,192.699997,187.339996,192.080002,158.533142,5655000
2008-05-13,191.179993,193.000000,189.020004,190.330002,157.088837,5776700
2008-05-14,190.600006,192.490005,189.339996,190.130005,156.923737,5031700
2008-05-15,189.779999,189.800003,185.320007,188.619995,155.677429,8015600
2008-05-16,189.550003,189.610001,186.000000,187.139999,154.455856,6144400
2008-05-19,185.669998,189.320007,183.470001,184.399994,152.194473,7009200
2008-05-20,183.330002,184.899994,181.250000,182.429993,150.568512,6889900
2008-05-21,182.550003,183.660004,178.009995,178.600006,147.407455,9068500
2008-05-22,176.199997,179.919998,175.000000,177.199997,146.251923,8684100
2008-05-23,176.009995,176.500000,171.229996,172.639999,142.488358,8145500
2008-05-27,171.759995,174.699997,170.800003,173.919998,143.544830,8420000
2008-05-28,174.759995,175.929993,172.210007,174.830002,144.295898,7238500
2008-05-29,174.490005,179.500000,174.000000,176.240005,145.459641,7755200
2008-05-30,177.800003,178.860001,175.850006,176.410004,145.599930,5697400
2008-06-02,177.000000,177.699997,170.809998,172.339996,142.240768,9847400
2008-06-03,173.350006,173.660004,167.600006,170.580002,140.788162,13187400
2008-06-04,170.000000,175.559998,169.550003,172.100006,142.042633,10777500
2008-06-05,173.210007,177.440002,173.190002,176.600006,145.756775,9721900
2008-06-06,175.070007,175.070007,169.440002,169.440002,139.847198,10559000
2008-06-09,170.850006,172.679993,163.350006,165.759995,136.809937,12998400
2008-06-10,163.750000,169.429993,163.210007,167.210007,138.006668,11014600
2008-06-11,167.000000,167.250000,161.210007,162.399994,134.036789,16468500
2008-06-12,163.240005,169.690002,163.240005,166.750000,137.627106,11767100
2008-06-13,169.470001,178.559998,169.399994,178.289993,147.151566,14343000
2008-06-16,177.740005,184.750000,176.610001,182.089996,150.287918,16376300
2008-06-17,185.039993,185.889999,179.139999,179.440002,148.100723,24422900
2008-06-18,176.660004,185.350006,175.559998,182.770004,150.849152,16222400
2008-06-19,183.690002,186.979996,181.110001,186.929993,154.282562,10588800
2008-06-20,185.020004,186.699997,182.850006,183.770004,151.674500,11331400
2008-06-23,184.600006,184.600006,177.009995,178.589996,147.399185,9840000
2008-06-24,177.619995,184.600006,177.339996,181.979996,150.197098,12663400
2008-06-25,183.110001,187.009995,183.089996,183.649994,151.575470,10838800
2008-06-26,179.009995,180.500000,175.199997,176.259995,145.476105,13603700
2008-06-27,177.009995,178.279999,172.289993,174.559998,144.073029,12670600
2008-06-30,175.559998,178.259995,173.289993,174.899994,144.353638,9373300
2008-07-01,173.130005,177.059998,170.229996,175.330002,144.708511,13940400
2008-07-02,176.770004,182.639999,175.190002,178.789993,147.564285,16256600
2008-07-03,180.300003,182.360001,178.259995,178.889999,147.646805,6185400
2008-07-07,180.690002,181.910004,167.389999,169.820007,140.160889,17013300
2008-07-08,171.369995,176.000000,166.740005,174.899994,144.353638,16790500
2008-07-09,175.850006,177.470001,167.500000,169.020004,139.500534,12909300
2008-07-10,167.509995,173.300003,166.250000,170.160004,140.441544,14106200
2008-07-11,166.350006,167.880005,158.500000,162.479996,134.102768,24827400
2008-07-14,167.919998,168.000000,158.570007,158.669998,130.958206,15944800
2008-07-15,157.039993,163.610001,152.250000,157.800003,130.240158,25593100
2008-07-16,161.210007,173.270004,159.149994,172.860001,142.669968,19366400
